username,created_at,full_text,cleaned_text,create_at
NyemilQ,2025-01-01 17:09:35,wise decision! Fokus pengenaan PPN 12% buat produk mewah bs jaga kestabilan ekonomi dan adil bagi smua pihak. Proud of this initiative! Baca selengkapnya d sini: https://t.co/hze8gJhwza,wise decision fokus kena ppn 12 buat produk mewah jaga stabil ekonomi adil smua pihak proud of this initiative baca lengkap sini,
marveel46,2025-01-01 15:33:29,Niat tweet ini diatas ya untuk kawal proses transisi layanan atau produk yng kepalang set PPN ke 12%. Walau memang ada kekhilafan jadi menyerang perusahaan penyedia jasa/produk. Mimin minta maaf untuk itu. Biar kita pantau bareng sampai sesuai pun nuntutnya sampai H+7,niat tweet atas kawal proses transisi layanan produk yng kepalang set ppn 12 memang khilaf jadi serang usaha sedia jasa produk mimin minta maaf untuk itu biar pantau bareng sesuai nuntutnya h 7,
usabperning_,2025-01-01 15:26:04,@papa_loren @Beritasatu Pemerintahan ga sejalan rupanya dengan tidak mengenakan PPN 12% kepada setiap produk dan jasa,perintah tidak jalan rupa tidak kena ppn 12 tiap produk jasa,
me_just_saying,2025-01-01 15:19:26,Anak agency itu mungkin karena kebanyakan load kerja sampe apatis kita selalu remind bahwa ini ngaruh bgt. Contoh paling simple dalam dunia advertising ppn naik maka company akan kurangi cost yg ga ngaruh ke operasional. Buat produk yg well-known paling mudah cut budget ads,anak agency mungkin banyak load kerja sampe apatis selalu remind ini ngaruh banget contoh paling simple dunia advertising ppn naik company kurang cost tidak ngaruh operasional buat produk well known paling mudah cut budget ads,
satriowidianto3,2025-01-01 14:40:13,@Fandiwargreymon Gimana nih min @Gerindra gue udah beli kuota berlakunya cuma 28 hari Top up semua hal udah kena ppn 12% belanja produk harganya udah naik,bagaimana nih min gue udah beli kuota laku cuma 28 hari top up semua udah kena ppn 12 belanja produk harga udah naik,
mentalcengeng,2025-01-01 13:05:27,@adinovian @arumsukmawan @prastow @FirstMediaCares Halo Rocketers ️ Sebelumnya terima kasih telah memilih MyRepublic. Sehubungan dengan perkembangan terakhir mengenai pemberitaan perubahan tarif PPN yang berlaku maka MyRepublic memutuskan akan tetap mengenakan tarif PPN 11% untuk seluruh produk dan layanan MyRepublic,halo rocketers belum terima kasih pilih myrepublic hubung kembang akhir kena berita ubah tarif ppn laku myrepublic putus tetap kena tarif ppn 11 seluruh produk layanan myrepublic,
LaTansa35195214,2025-01-01 12:59:44,@tanyarlfes Nihhh pada tau kan produk dari perusaan ini ? Mulai dari sabun sampe shampo dll. Tetep kena ppn 12 https://t.co/muZnoc2Wv8,nihhh tau kan produk rusa mulai sabun sampe shampo lain tetep kena ppn 12,
vicko_twitt,2025-01-01 12:52:59,@Piyusaja2 @prabowo Ini beli Pensil warna tgl 1 Jan 2025 di Gramedia harga lama di kemasan produk th 2024 bayar dikasir harga berubah penyesuaian PPN 12% https://t.co/BdUa7wX64f,beli pensil warna tgl 1 jan 2025 gramedia harga lama kemas produk tahun 2024 bayar kasir harga ubah sesuai ppn 12,
Cikocat1,2025-01-01 12:13:05,Prabowo Batalkan PPN 12 Persen Potensi Penerimaan Negara Susut Rp 75 Triliun Lantas apa saja kategori produk yang batal naik dan barang mewah mana saja yang dipastikan mengalami kenaikan PPN? Ikuti Kompas https://t.co/6VvBdT9eug @hariankompas,prabowo batal ppn 12 persen potensi terima negara susut rp 75 triliun lantas apa kategori produk batal naik barang mewah mana yang pasti alami naik ppn ikut kompas,
TheLawlessX,2025-01-01 12:10:51,Lantas apa saja kategori produk yang batal naik dan barang mewah mana saja yang dipastikan mengalami kenaikan PPN? #VideoBerita #AdadiKompas https://t.co/mAOor3lpi8,lantas apa kategori produk batal naik barang mewah mana yang pasti alami naik ppn,
MisbahWiyono,2025-01-01 11:11:39,finance pada kerja hari ini padahal seharusnya libur karena harus ubah proyeksi harga kembali ke normal. Belum lagi masalah aji mumpung dkk yang naikin harga bahkan sebelum PPN naik. Makanya bikin peraturan yang jelas harus ada bukti produk hukum yang menjelaskan seperti PMK ini,finance kerja hari padahal libur ubah proyeksi harga ke normal lagi masalah aji mumpung kawan naikin harga bahkan ppn naik makanya bikin atur jelas harus ada bukti produk hukum jelas pmk,
ylleveznhk,2025-01-01 11:10:41,@GegeQwe123 finance pada kerja hari ini padahal seharusnya libur karena harus ubah proyeksi harga kembali ke normal. Belum lagi masalah aji mumpung dkk yang naikin harga bahkan sebelum PPN naik. Makanya bikin peraturan yang jelas harus ada bukti produk hukum yang menjelaskan seperti PMK ini,finance kerja hari padahal libur ubah proyeksi harga ke normal lagi masalah aji mumpung kawan naikin harga bahkan ppn naik makanya bikin atur jelas harus ada bukti produk hukum jelas pmk,
sesukaituloh,2025-01-01 11:08:47,@pakar_ai @wakanda6969 @txtdrpemerintah Makanya gw pertanyakan kenapa mereka sebut PPn untuk barang mewah padahal ada yang namanya PPnBM. Kenapa harus nyebut sebagai PPn untuk barang mewah? Ga tau produk ekonominya sendiri kah?,makanya tanya mereka sebut ppn barang mewah padahal yang nama ppnbm harus nyebut ppn barang mewah tidak tau produk ekonomi sendiri,
luminosityboy,2025-01-01 11:05:44,Tono jual produk; Harga dasar produknya biasanya 100rb; Setelah di tambah PPN 11% jadi 111rb. Pemerintah bilang setelah akhir tahun jadi 12% jadilah si Tono duluan naikin jadi 112rb. Tiba2 di akhir tahun pemerintah bilang Sekarang nggak jadi begitu jadi 11% saja Si Tono,tono jual produk harga dasar produk biasa 100rb tambah ppn 11 jadi 111rb perintah bilang akhir tahun jadi 12 jadi si tono duluan naikin jadi 112rb tiba2 di akhir tahun perintah bilang sekarang jadi jadi 11 si tono,
mawardi21642,2025-01-01 11:02:30,@ardisatriawan Sebentar pak dengan persamaan ini memang nilai akhirnya tetap 11% dengan belakangan diperjelas barang-barang mewah yg kena kenaikan ppn tetap kenaikan harga barang terjadi karena kenaikan biaya produksi pun sama jadi ditegaskannya produk wajib ppn yang sebelumnya bebas ppn.,sebentar pak sama memang nilai akhir tetap 11 belakang jelas barang barang mewah kena naik ppn tetap naik harga barang jadi naik biaya produksi sama jadi tegas produk wajib ppn belum bebas ppn,
rinkelbelle,2025-01-01 10:59:44,@GunRomli Banyak nya penolakan rakyat dan PDIP pemerintah mundur isin cuma mau jaga wibawa. PPN 12 % terus di jalankan tapi banyak item2 yg di coret disisakan produk/jasa yg super mewah. Ah ....pepesan koso ng,banyak nya tolak rakyat pdip perintah mundur isin cuma mau jaga wibawa ppn 12 terus jalan banyak item2 di coret sisa produk jasa super mewah ah pepes koso ng,
kangmirdja,2025-01-01 10:20:16,PPN 12% itu produk UU pas tahun 2021. Makanya pas pilih presiden A pilih parpol nya jangan yang mengusung A,ppn 12 produk uu pas tahun 2021 makanya pas pilih presiden a pilih parpol nya jangan usung a,
nonblok67,2025-01-01 10:17:45,@Dennysiregar7 Bang denny ktnya ppn 12% u/ barang mewah ngibulnya beli bolu produk lokal kena ppn 12% blm 24 jam sdh boong omon²nya??? https://t.co/XaOmECcDug,bang denny ktnya ppn 12 u barang mewah ngibulnya beli bolu produk lokal kena ppn 12 blm 24 jam sdh boong omon nya,
rloldls,2025-01-01 09:43:39,Bisa lah ya ngitung ppn gw beli produk digital ini berapa % ️ https://t.co/q4d5Afh21v,lah ngitung ppn beli produk digital berapa,
Diq20_,2025-01-01 09:40:25,Katanya PPN tidak jadi naik kok ada beberapa produk dan jasa menerapkan PPN 12% apakah mereka belum update sistem atau sengaja?? Contoh : produk tepung jasa wifi dan pembelian play store Kenapa buru memberlakukan PPN 12% padahal sebelumnya pemerintah belum memutuskan https://t.co/VUIZtrA4Lb,kata ppn jadi naik kok beberapa produk jasa terap ppn 12 mereka update sistem sengaja contoh produk tepung jasa wifi beli play store buru laku ppn 12 padahal belum perintah putus,
_Rekomendasi,2025-01-01 09:30:31,@FirmanMFF @thrdpartypersn @ardisatriawan Iya makanya saya bilang produk hukumnya ga sekuat perppu utk bisa batalin UU Ya semoga after libur tahun baru ini bisa terbit produk hukum yg eligible utk batalin UU No 7/2021 ttg PPN 12% itu.,iya makanya bilang produk hukum tidak kuat perppu utk batalin uu moga after libur tahun baru bisa terbit produk hukum eligible utk batalin uu no 7 2021 ppn 12,
Bank_Joee_,2025-01-01 09:29:19,Menko Pangan Zulkifli Hasan Tegaskan: Produk Pangan Dalam Negeri Bebas Kenaikan PPN #beritaindonesia #kabarviral #kabinetmerahputih #zulkiflihasan #ppn #pajak Simak beritanya klik link : https://t.co/F0rRsrQd95 atau https://t.co/5nv1oL3GPB https://t.co/OJrS97RQGE,menko pangan zulkifli hasan tegas produk pangan negeri bebas naik ppn simak berita klik link,
QueenSilence_,2025-01-01 08:59:39,@txtdrpemerintah Hallo @Gerindra pak @prabowo apa ada landasan hukum yg kuat dgn di batalnya ppn 12% dan tetap berlaku ppn 11%.. Sebagai konsumen sudah dapat edaran spt wifi/spotify/netflix dll berlaku ppn 12% per 1 januari Dan sebagai Sales produk FMCG sudah info ke end user mengenai ppn 12%,hallo pak apa landas hukum kuat di batal ppn 12 tetap laku ppn 11 konsumen dapat edar spt wifi spotify netflix lain laku ppn 12 per 1 januari bagai sales produk fmcg info end user kena ppn 12,
willthesheeple,2025-01-01 08:53:28,@brandal_baru Lu gak mikir dampak dari transaksi antara non PKP ke PKP? Disitu terjadi cascading efek ditambahkan ppn naik lu gak mikir kesana? Ada banyak UMKM yang bahan baku produknya bergantung dari produk usaha yang sudah PKP mikir kesana?,lu tidak mikir dampak transaksi non pkp pkp situ jadi cascading efek tambah ppn naik lu tidak mikir kesana banyak umkm bahan baku produk gantung produk usaha sudah pkp mikir kesana,
QSunter,2025-01-01 08:20:58,@barengwarga @DitjenPajakRI @KemenkeuRI @googleindonesia @Telkomsel @TelkomIndonesia Untuk Google spotify dll produk luar saya setuju jika dinaikkan melebihi dari 12% kucali sudah buka kantor di indonesia Negara dapet sampah doang. Tiket konser artis luar harusnya ppnnya lebih gede Apalagi aplikasi berlangganan produk luar harusnya bukan pake tarip PPN 12%,google spotify lain produk luar tuju naik lebih 12 cal buka kantor indonesia negara sampah doang tiket konser artis luar harus ppnnya lebih gede aplikasi langgan produk luar harus bukan pake tarip ppn 12,
fucekgovt,2025-01-01 08:01:49,@thrdpartypersn @ardisatriawan Tp produk hukumnya ga sekuat perppu buat batalin UU PPN 12%,tp produk hukum tidak kuat perppu buat batalin uu ppn 12,
RadenIlham40726,2025-01-01 07:58:13,@xialiing @JurnalAkuntansi Lah sudah dari dulu double ppn 10% dan ppnbm tergantung produk mewahnya. Aturan resminya ada di UU HPP no.7 tahun 2021.,lah dari dulu double ppn 10 ppnbm gantung produk mewah atur resmi di uu hpp no 7 tahun 2021,
sakti_surian,2025-01-01 07:36:15,@WidasSatyo Pagi ini bayar tagihan internet PPN sudah 12%. Berarti asumsinya internet adalah produk sangat mewah ya.,pagi bayar tagih internet ppn 12 arti asumsi internet produk sangat mewah,
AbramCrist25821,2025-01-01 07:31:10,@asmazati @raffimulyaa PPn 12% cuma brang mewah gais.. Produk sehari hari tetep 11%,ppn 12 cuma brang mewah gais produk hari hari tetep 11,
ahmed_jun_,2025-01-01 06:54:49,@tanyarlfes @plitorist Di aku gak ada tambahan ppn 12%. Cuma utk produk tertentu atau emg belum kena? https://t.co/HWDW1w8FRc,aku tidak ada tambah ppn 12 cuma utk produk tentu emg kena,
ElectricSulbar,2025-01-01 06:50:57,Dapatkan produk di Shopee https://t.co/5WrEzOoAVP Ahok jantan ppn 12% dirumah New York https://t.co/GfwX36NInR,dapat produk shopee ahok jantan ppn 12 rumah new york,
BUMN_MDN_Rapi,2025-01-01 06:09:59,@Mata_Netizen62 @prabowo @KemenkeuRI @__AnakKolong @LexWu_13 @PaltiWest2024 @Jogja24Jam @JhonSitorus_18 @WisanggeniLagi @AleenaDi09 @portaltv @Muhayya__ @nongandah Kenaikan PPN menjadi 12 persen tentu membuat harga-harga jual barang dan jasa akan ikut naik biasanya minimal sebesar kenaikan PPN ini terjadi karena pelaku usaha cenderung membebankan kenaikan PPN ke harga jual produk.mana ada produsen mau rugi nanggung beban sendiri? Omon2 tok,naik ppn jadi 12 persen buat harga harga jual barang jasa ikut naik biasa minimal besar naik ppn jadi laku usaha cenderung beban naik ppn harga jual produk mana produsen mau rugi nanggung beban sendiri omon2 tok,
electrizen_kdi,2025-01-01 05:59:42,eh jujur ini kok jd banyak yg jual produk tp harganya ada ppn 12% literally ditambahin 12% bukan kenaikan yg dr 11% ke 12%. jangan aji mumpung lah sebel bgtttt,eh jujur kok jd banyak jual produk tp harga ppn 12 literally ditambahin 12 bukan naik dr 11 12 jangan aji mumpung lah sebel bgtttt,
elctrzn_barito,2025-01-01 05:47:41,Makanya yang diperlukan oleh pelaku usaha atau konsumen sekarang ya produk hukum dari Pemerintah terkait pembatalan PPN ini. Kalau cuma bentuk pernyataan di media gimana kita mendapat kepastian hukumnya?,makanya perlu laku usaha konsumen sekarang produk hukum perintah kait batal ppn kalau cuma bentuk nyata media bagaimana dapat pasti hukum,
elctrzn_tapin,2025-01-01 05:23:48,@budimandjatmiko @prabowo Barang mewah? Komponen produksi untuk produk-produk yang digunakan masyarakat umum mengalami kenaikan PPN. Seperti : Lem Cat amplas dll. Yang secara otomatis akan menaikkan harga ke konsumen. Klasifikasi barang mewah apakah sudah ada standarnya?,barang mewah komponen produksi produk produk guna masyarakat umum alami naik ppn lem cat amplas lain cara otomatis naik harga konsumen klasifikasi barang mewah sudah standar,
JokoWijaya68649,2025-01-01 05:02:05,tolol sih info blm mateng udah dilempar ke publik yg bikin ricuh dan klarif last minute pdhl penyedia udah set dri jauh hari dan ga bisa dirubah last minute! selama ga ada produk hukumnya menurut gua ppn 12% masih akan berjalan. jgn langsung percaya si gendut ini. https://t.co/RXrDQj8DGP,tolol sih info blm mateng udah lempar publik bikin ricuh klarif last mute pdhl sedia udah set jauh hari tidak bisa rubah last mute lama tidak ada produk hukum saya ppn 12 akan jalan jgn langsung percaya si gendut,
RosaJaanne,2025-01-01 04:53:14,@Gerindra selama belum ada produk hukum yang dihasilkan mengenai tidak ada kenaikan ppn 12% caption atau narasi berita sepanjang apapun gak bisa jadi patokan dan tolak ukur,lama ada produk hukum hasil kena ada naik ppn 12 caption narasi berita panjang apa tidak bisa jadi patok tolak ukur,
Electrizen_clg,2025-01-01 04:52:12,@toxicccgurls Ppn 12% udah berlaku kok di beberapa produk tadi aku lihat,ppn 12 udah laku kok beberapa produk tadi aku lihat,
Electrizen_wajo,2025-01-01 04:51:26,@Fandiwargreymon caption gak bisa jadi tolak ukur selama gak ada produk hukumnya menurut gue ppn 12% masih akan berjalan. so be smart dan jgn langsung percaya https://t.co/BhMYhoXexY,caption tidak bisa jadi tolak ukur lama tidak ada produk hukum gue ppn 12 akan jalan so be smart jgn langsung percaya,
elec3zenkendal,2025-01-01 04:33:56,Apakah produk perusahaan an ini termasuk barang mewah.. semua produk kebutuhan bumbu dapur dan penunjang lain y semua y mengalami penyesuaian sesuai kenaikan pajak 12% kebongan pemerintah Slmt pagi Info kenaikan PPN menjadi 12% tahun 2025 ya https://t.co/wGAvjQW0w8,produk usaha an masuk barang mewah semua produk butuh bumbu dapur tunjang y semua y alami sesuai sesuai naik pajak 12 bong perintah slmt pagi info naik ppn jadi 12 tahun 2025,
electrizentegal,2025-01-01 04:32:07,@kumparan Kalian sengaja ngebatalin di last minute biar bisa cuci tangan karena harga2 udah kepalang naik. Kalian tinggal bilang kita sudsh batalkan kenaikan ppn kok. Trus juga mana produk hukumnya? Omon2 doang mah mana bisa dipegang? Dasar bangsat,kalian sengaja ngebatalin last mute biar cuci tangan harga2 udah kepalang naik kalian tinggal bilang sudsh batal naik ppn kok trus mana produk hukum omon2 doang mah mana pegang dasar sensor,
Electrizen_soe,2025-01-01 04:30:34,Walau pak Presiden bilang bahwa PPn 12% hanya utk barang mewah. Coba cek fakta dilapangan hari ini banyak produk yg sudah berubah harga Lagi ngasih taunya mepet banget.,pak presiden bilang ppn 12 utk barang mewah coba cek fakta lapangan hari banyak produk sudah ubah harga ngasih tau mepet banget,
BUMN_PbnRapi2,2025-01-01 04:27:25,@prastow Nah seharusnya yg dinaikkan adalah PPnBM nya bukan PPN. Agar tidak terimbas kpd produk NonBM.,nah yang naik ppnbm nya bukan ppn tidak imbas kpd produk nonbm,
electrizen_sffi,2025-01-01 04:26:07,@welanu @WidasSatyo Kalo udah ada produk hukum yg ngestate ppn 12% batal bisa lebih tenang bang setidaknya pas nerbitin faktur pajak ga tiba2 kena 12%,kalau udah produk hukum ngestate ppn 12 batal lebih tenang bang pas nerbitin faktur pajak tidak tiba2 kena 12,
nengminder,2025-01-01 04:24:25,tau deh nih apakah produk tersebut masuk ke list ppn 12% since ai belum cek apa aja yang kena ppn 12%,tau deh nih produk sebut masuk list ppn 12 since ai cek apa aja kena ppn 12,
ElectrizenDmk,2025-01-01 04:19:27,Boikot produk non PPnBM yang masih nembak PPN 12%,boikot produk non ppnbm masih nembak ppn 12,
BUMNJktKualitas,2025-01-01 03:57:23,LINK PRODUK: https://t.co/Jb3qUkLWp8 viral alat pembersih paw kucing anjing Rp128.850 PPN 12% semalem malam viral indo tahun baru 2025 racun shopee 1.1 https://t.co/xShghuhvMc,link produk viral alat bersih paw kucing sensor rp128 850 ppn 12 semalem malam viral indo tahun baru 2025 racun shopee 1 1,
electrizen_skt,2025-01-01 03:47:20,@QueenSilence_ @prabowo Ya klo maling memang hukum makanya berisikin toh kmrn Pak Presiden dah ngindir alus klo PPN kan produk lama klo mau berisikin sekalin ke DPR dong,klo maling memang hukum makanya berisikin kmrn pak presiden deh ngindir alus klo ppn kan produk lama klo mau berisikin sekalin dpr dong,
Lienka_sani,2025-01-01 03:42:17,@Bank_Joee_ @prabowo Semuanya kan produk hukum .. PPN 12% UU tp msh bisa lah ini️ Putusan maling² itu kan jelas produk hukum,semua kan produk hukum ppn 12 uu tp msh lah putus maling kan jelas produk hukum,
BumnTpi1763,2025-01-01 03:34:37,@gssahur @nozelism @BudiBukanIntel Permenkeu nya mana? Kepastian hukum gimana? Orang kerja basisnya bukan omon2 presiden dan caption medsos tapi dasar hukum. UU HPP yang mengatur PPN 12% mulai 1 jan 25 belum dibatalkan dan belum ada produk hukum turunannya juga,permenkeu nya mana pasti hukum bagaimana orang kerja basis bukan omon2 presiden caption medsos dasar hukum uu hpp atur ppn 12 mulai 1 jan 25 batal belum produk hukum turun,
